artist,song_name,genres,album_name,song_id,album_id,genres_list,singular_genre,Top Emotions
Carach Angren,Charles Francis Coghlan,"tolkien metal, symphonic metal, dutch black metal, dutch metal, viking metal, symphonic black metal, folk metal, black metal, melodic death metal",Dance and Laugh Amongst the Rotten,0Xpe1eJ0X7Nxj53M0YZ3pR,3JjHjAETbkHqN7YTWu1gdD,"['tolkien metal', 'symphonic metal', 'dutch black metal', 'dutch metal', 'viking metal', 'symphonic black metal', 'folk metal', 'black metal', 'melodic death metal']",Rock,Horror
Brad Johner,The Farmer's Back,canadian country,Free,2KtUy3S5GbuJrXU3iHoLk1,2v0VbYSzB6UPgZ6IOFJmQO,['canadian country'],Country,"Distress, Excitement, Joy"
Chuck E. Weiss,It Rains on Me,swamp rock,Extremely Cool,0gzARJCG4IdeMvxyX3UPKe,2TgVPH4EKubLJSpazhAxgS,['swamp rock'],Rock,"Excitement, Distress, Amusement"
Trey Songz,Animal,"trap, dance pop, southern hip hop, r&b, urban contemporary",Tremaine the Album,2Ju4c6LkBAzhYg5Spp5pWK,5gQtvMHA7yqdzKXrHpe63C,"['trap', 'dance pop', 'southern hip hop', 'r&b', 'urban contemporary']",Hip-Hop,"Determination, Awkwardness, Desire"
Mac Miller,Good News,"hip hop, rap, pittsburgh rap",Circles,1DWZUa5Mzf2BwzpHtgbHPY,5sY6UIQ32GqwMLAfSNEaXb,"['hip hop', 'rap', 'pittsburgh rap']",Hip-Hop,Emotions unable to be determined
Judas Priest,Breaking the Law,"rock, glam metal, hard rock, alternative metal, album rock, metal, birmingham metal",British Steel,2RaA6kIcvomt77qlIgGhCT,5bqtZRbUZUxUps8mrO9tGY,"['rock', 'glam metal', 'hard rock', 'alternative metal', 'album rock', 'metal', 'birmingham metal']",Rock,Emotions unable to be determined
Palomino Road,Why Baby Why,country,Palomino Road,3hT4li4KX0edpVfRVrDPPD,108jWmp0JnY5zmHyXXG5k0,['country'],Country,Amusement
Spacemen 3,I Love You,"noise pop, uk post-punk, dream pop, shoegaze, spacegrunge, experimental rock",Recurring,3KfXor1xGOBNE2wwFiP6rV,2C73SZg3ABcDxkilhGSUOC,"['noise pop', 'uk post-punk', 'dream pop', 'shoegaze', 'spacegrunge', 'experimental rock']",Rock,Emotions unable to be determined
Yvonne Catterfeld,Irgendwas,german pop,Guten Morgen Freiheit,4cSE9G8yT2TGfuMSkbNsrZ,07YkxaD8i5UZIMVZsqogyb,['german pop'],Pop,Emotions unable to be determined
Heart,Break,"rock, glam metal, singer-songwriter, heartland rock, hard rock, soft rock, album rock, new wave pop, mellow gold, classic rock",Bebe le Strange,6WaOtrUUMQaZFD32yMMmns,56watINmdqEQfTBjA9DXKR,"['rock', 'glam metal', 'singer-songwriter', 'heartland rock', 'hard rock', 'soft rock', 'album rock', 'new wave pop', 'mellow gold', 'classic rock']",Rock,Emotions unable to be determined
Aphex Twin,#24,"braindance, uk experimental electronic, intelligent dance music, ambient, electronica",Selected Ambient Works Volume II,3UD2s8AbMCJHQwpD60bKHq,2SZZihZiCsFo87NKxDfxlH,"['braindance', 'uk experimental electronic', 'intelligent dance music', 'ambient', 'electronica']",Electronic,Emotions unable to be determined
David Bowie,Space Oddity - Live,"glam rock, rock, permanent wave, art rock, classic rock",Cracked Actor (Live Los Angeles '74),1vjAkDB2YS3cQH7ujxhImy,5iZ09NPBTbpDziZcMrmjzb,"['glam rock', 'rock', 'permanent wave', 'art rock', 'classic rock']",Rock,Emotions unable to be determined
DOPE LEMON,Kids Fallin' In Love,"Alternative, indie",Rose Pink Cadillac,4FAi3DmONBBSzN60yYhAUR,2VaOn32haUapQOYnerK32W,"['Alternative', 'indie']",Alternative,Emotions unable to be determined
RuPaul,Fascination,"diva house, strut",Mamaru,1m6QaIjiVITxqLSikbXHlY,2jBDNqjSMY1hUz1BGHsXWB,"['diva house', 'strut']",Electronic,Emotions unable to be determined
Stevie Ray Vaughan,Little Wing,"blues, rock, blues rock, heartland rock, hard rock, album rock, electric blues, instrumental rock, texas blues, classic rock",Couldn't Stand the Weather,5XNpdKmlLJPUbwKQceX2tW,5vxBOzakDbJleNA1rbA7FQ,"['blues', 'rock', 'blues rock', 'heartland rock', 'hard rock', 'album rock', 'electric blues', 'instrumental rock', 'texas blues', 'classic rock']",Rock,Emotions unable to be determined
PVRIS,What's Wrong,"pop emo, pop punk, pixie","All We Know of Heaven, All We Need of Hell",6eo0fboEFnT3VF2lekoaMp,3PW52o1Ck2K1CKB6zOcd6W,"['pop emo', 'pop punk', 'pixie']",Pop,Emotions unable to be determined
MBLAQ,Cry,"k-pop, k-pop boy group",BLAQ Style,0d7rScDl147Z8JtoIzwO99,7nEtGoI32qBOQ1VinD31VF,"['k-pop', 'k-pop boy group']",Pop,Emotions unable to be determined
Streetheart,Under My Thumb,classic canadian rock,Streetheart,2fMa0COEeaATJLbFiuohne,5xANQifAw3rNFpCcEaiK8m,['classic canadian rock'],Rock,Emotions unable to be determined
The Babys,Back on My Feet Again,album rock,Union Jacks,2Qy1PMD1NksqykcMqcJS0O,7iY4vYurMVHPAtGKx9XAyi,['album rock'],Rock,Emotions unable to be determined
How To Destroy Angels,Ice age,"industrial metal, electronic rock, industrial rock",Welcome Oblivion,0FdDewrvAF7LCd5Vf2FjgR,7GbRsK5uQvjenixMQzz0mA,"['industrial metal', 'electronic rock', 'industrial rock']",Rock,Emotions unable to be determined
Maps,The Plans We Made,"shoegaze, nu gaze, northamptonshire indie",Colours. Reflect. Time. Loss.,5VVTnXRSVJOi4L5vVOclSB,521VkN0CvzTqSAEm13V0CZ,"['shoegaze', 'nu gaze', 'northamptonshire indie']",Alternative,Emotions unable to be determined
Therion,Alchemy Of The Soul,"symphonic death metal, symphonic metal, opera metal, symphonic black metal, gothic metal, swedish metal, power metal, gothic symphonic metal",Leviathan,3VUvPiWGsQEQQDGZ0EORWw,2DJ5MSG3P0ApFNUjyRVitN,"['symphonic death metal', 'symphonic metal', 'opera metal', 'symphonic black metal', 'gothic metal', 'swedish metal', 'power metal', 'gothic symphonic metal']",Rock,Emotions unable to be determined
RY X,Fumbling Prayer,"indie anthem-folk, indie folk",Unfurl,67DnYBIjF8Iz56yugHZa4O,7pBCXayVLX3fkIDWtMAwOp,"['indie anthem-folk', 'indie folk']",Folk,Emotions unable to be determined
The Mountain Goats,The Best Ever Death Metal Band in Denton,"folk punk, anti-folk, melancholia, new weird america, lo-fi, indie rock, chamber pop",All Hail West Texas,4AtUqjDgRO2S3jBzAjRvh7,3yreM49ULtR2xW4fSENo3K,"['folk punk', 'anti-folk', 'melancholia', 'new weird america', 'lo-fi', 'indie rock', 'chamber pop']",Folk,"Excitement, Pride, Realization"
Mike + The Mechanics,Silent Running - 2005 Remaster,"new romantic, soft rock, album rock, new wave pop, new wave, mellow gold",Hits,3PntiWVCYZjgJW40yo3vh0,4vfRezITj6Hs8U4PLE2Axx,"['new romantic', 'soft rock', 'album rock', 'new wave pop', 'new wave', 'mellow gold']",Rock,Emotions unable to be determined
TENDER,Slow Love,"uk alternative pop, vapor soul",Fear of Falling Asleep,41dOblAV4rjQZEYHGQUbmQ,7GoPa8H2OoqADzSwrFwyHy,"['uk alternative pop', 'vapor soul']",Pop,Emotions unable to be determined
Lil Gotit,Da Real HoodBabies,"trap, atl trap",Crazy But It's True,1PpEUqHOamAdurFzJfPQEj,5AdqfrZptSZBqWbhTDvPNf,"['trap', 'atl trap']",Hip-Hop,"Amusement, Excitement, Anger"
Young Thug,Relationship (feat. Future),"trap, gangster rap, rap, atl hip hop, melodic rap, atl trap",Beautiful Thugger Girls,25oOaleife6E2MIKmFkPvg,51KZKzPd3OQT1r46a55VTt,"['trap', 'gangster rap', 'rap', 'atl hip hop', 'melodic rap', 'atl trap']",Hip-Hop,"Excitement, Amusement, Anger"
Joey Bada$$,DEVASTATED,"conscious hip hop, rap, hip hop",All-Amerikkkan Bada$$,4PnNzWe1LJoAMD5j5RHpI0,2ZmDoyNYarmubD4vTfwh6g,"['conscious hip hop', 'rap', 'hip hop']",Hip-Hop,Calmness
Rae & Christian,Hold Us Down (feat. The Congos),"trip hop, downtempo",Sleepwalking,3LzaZ9QdIasZv2gcadf4vh,2CWAeuZiDlg4WPKcNStnu7,"['trip hop', 'downtempo']",Electronic,Emotions unable to be determined
TVXQ!,Something,"k-pop, k-pop boy group",Tense,3bEbqaDdECyZg8CUDYKEGY,0525slOQ0sqfjRugRUJUlq,"['k-pop', 'k-pop boy group']",Pop,Emotions unable to be determined
Billy Bragg,A New England,"folk punk, anti-folk, singer-songwriter, permanent wave, uk americana",Life's a Riot with Spy vs Spy,0tLuGOBe8BjapO9GcX9WXb,4G80jLXzpeMPT1YJnltV33,"['folk punk', 'anti-folk', 'singer-songwriter', 'permanent wave', 'uk americana']",Folk,"Excitement, Disappointment, Confusion"
Bruce Springsteen,"I Wish I Were Blind - Live at Warner Hollywood Studios, Los Angeles, CA - September 1992","rock, singer-songwriter, permanent wave, heartland rock, mellow gold",In Concert/MTV Plugged,1AP90TZY9gjBXYovkIpgpA,4M3Qtak53VFm7WoUTvqAD6,"['rock', 'singer-songwriter', 'permanent wave', 'heartland rock', 'mellow gold']",Rock,Emotions unable to be determined
Arctic Monkeys,When The Sun Goes Down,"rock, permanent wave, modern rock, sheffield indie, garage rock","Whatever People Say I Am, That's What I'm Not",2zzLRQ78kKfPTx8FJQCdC2,50Zz8CkIhATKUlQMbHO3k1,"['rock', 'permanent wave', 'modern rock', 'sheffield indie', 'garage rock']",Rock,"Excitement, Distress"
Radiohead,Creep,"oxford indie, melancholia, rock, permanent wave, art rock, alternative rock",Pablo Honey,70LcF31zb1H0PyJoS1Sx1r,3gBVdu4a1MMJVMy6vwPEb8,"['oxford indie', 'melancholia', 'rock', 'permanent wave', 'art rock', 'alternative rock']",Rock,Emotions unable to be determined
Armor For Sleep,Car Underwater,"new jersey indie, emo, neon pop punk, screamo, post-hardcore, new jersey hardcore",What to Do When You Are Dead,4CilIy3dA3P9Tq2NFqKEOX,6kYEwpX4miUeuyPLyvq7lK,"['new jersey indie', 'emo', 'neon pop punk', 'screamo', 'post-hardcore', 'new jersey hardcore']",Rock,Excitement
ONF,We Must Love,"k-pop, k-pop boy group",We Must Love,3RNwp04EU8kLyznUGeA2Qn,75Dem3vsxTLZGr31wdAoUo,"['k-pop', 'k-pop boy group']",Pop,Emotions unable to be determined
Bad Religion,We're Only Gonna Die,"punk, skate punk, socal pop punk",How Could Hell Be Any Worse?,4c066sJzrKuIceqJ0k9ulg,7G9tRlpSNYGMzAjcjpgIJP,"['punk', 'skate punk', 'socal pop punk']",Rock,Emotions unable to be determined
MINZY,NINANO,k-pop,"Minzy Work 01: ""Uno""",4ZEfDHV29vbM5conksivxy,3iiezG10DJSJU6HZ5t4G9C,['k-pop'],Pop,Confusion
Dope,Rebel Yell,"alternative metal, industrial metal, nu metal",No Regrets,00L2MQuug19kvRNs41ZHFp,5zULa2uekANHFzQmI926qs,"['alternative metal', 'industrial metal', 'nu metal']",Rock,Emotions unable to be determined
Jennifer Lopez,Can't Get Enough (feat. Latto),"urban contemporary, pop, dance pop",This Is Me... Now,0IIBnREn8yTPYb0YE8GSgo,5n2H8XDZfGQS92t0dpTNtg,"['urban contemporary', 'pop', 'dance pop']",Pop,Emotions unable to be determined
The Waterboys,If the Answer Is Yeah,"scottish new wave, irish rock, celtic rock, scottish rock",Out of All This Blue,6GICDrSeIWZpcUPhDctFPB,4BpIvdyLMhGRzIvFnJu4ZY,"['scottish new wave', 'irish rock', 'celtic rock', 'scottish rock']",Rock,"Excitement, Amusement, Joy"
HammerFall,Dominion,"speed metal, swedish power metal, gothenburg metal, symphonic metal, metal, power metal",Dominion,1osPuS16pkPbqchi1Cotnq,1yThRAVE6dvcBIp7hztL65,"['speed metal', 'swedish power metal', 'gothenburg metal', 'symphonic metal', 'metal', 'power metal']",Rock,Emotions unable to be determined
Collie Buddz,Love & Reggae,"reggae fusion, dancehall",Hybrid,7nT9lGk3bf5rvnVbzPIE3N,7lJJIGkMzRbMCEpv6N7qKS,"['reggae fusion', 'dancehall']",Electronic,Emotions unable to be determined
Daft Punk,"Harder, Better, Faster, Stronger","rock, electro, filter house",Discovery,5W3cjX2J3tjhG8zb6u0qHn,2noRn2Aes5aoNVsU6iWThc,"['rock', 'electro', 'filter house']",Electronic,Emotions unable to be determined
U-KNOW,Thank U,k-pop,Noir,2FqZjsvLrqiQF5CpCOSY7i,1mxgEueuASm9eoOZdYOoHZ,['k-pop'],Pop,Emotions unable to be determined
SKATERS,Schemers,"alternative, indie",Manhattan,0AUuTICSiF59bV5QZpIUKe,2yZx85NwXdqZu3roJ0vH6J,"['alternative', 'indie']",Alternative,"Anxiety, Amusement"
Richard Hawley,Further,"solo wave, singer-songwriter, british singer-songwriter, sheffield indie, chamber pop",Further,1NNGQ86KlGChWTtPy7ahe1,2PSFAiljutsdWxBp4uUI9l,"['solo wave', 'singer-songwriter', 'british singer-songwriter', 'sheffield indie', 'chamber pop']",Folk,Emotions unable to be determined
Aceyalone,Five Feet,"abstract hip hop, alternative hip hop",Accepted Eclectic,6XyNLMnsANDpKFGCVtFLrA,4TAP6YZPwWImmpz6UrTI0s,"['abstract hip hop', 'alternative hip hop']",Hip-Hop,"Anger, Love, Determination"
MOLLY,The Golden Age,"alternative, indie",Picturesque,0eNlLdcY3Qx8zJA6t5IQOo,2XjrBG8CTcUUqvuf3XofgR,"['alternative', 'indie']",Alternative,Emotions unable to be determined
Eamon,I Got Soul,"r&b, soul",Golden Rail Motel,7DEzfUAAkbsdJmsXAn0C9k,6Y6R7wsmuiDujjf2kceQ3Y,"['r&b', 'soul']",R&B,"Fear, Distress, Amusement"
Meat Puppets,Up on the Sun,"punk, grunge, cowpunk, alternative rock",Up on the Sun,7cGwqXXVav9Tg0XNoONPlo,5obGGGs1Gcf4gJzCte6iJf,"['punk', 'grunge', 'cowpunk', 'alternative rock']",Rock,Emotions unable to be determined
Shamir,One More Time Won't Kill You,"art pop, escape room",Hope,4dnsZGFr5ExGOqdbYEEair,0T9EGCxUPLtqgWQCgJkk4Q,"['art pop', 'escape room']",Pop,Emotions unable to be determined
Bad Religion,My Sanity,"punk, skate punk, socal pop punk",Age of Unreason,0KNKU0I1iNOydBWTjbfJVx,1GNAN3xxTAYedMvS9CEOdz,"['punk', 'skate punk', 'socal pop punk']",Rock,Emotions unable to be determined
Suicide Commando,God Is In The Rain,"ebm, industrial metal, aggrotech, electro-industrial",Implements of Hell,7LyU2gCeNvjNjZn4iw8N8N,14nPGkltzrSZRGn73UdTMk,"['ebm', 'industrial metal', 'aggrotech', 'electro-industrial']",Electronic,Emotions unable to be determined
of Montreal,Suffer For Fashion,"noise pop, dance-punk, lo-fi, baroque pop, art pop, indie rock, elephant 6","Hissing Fauna, Are You the Destroyer?",3f823Hy3XDbylXOpmbiz7i,15Fb7HPHdy42No0l9KnXAZ,"['noise pop', 'dance-punk', 'lo-fi', 'baroque pop', 'art pop', 'indie rock', 'elephant 6']",Pop,"Excitement, Joy"
Kenny Chesney,There Goes My Life,"country, contemporary country, modern country rock, country road",When the Sun Goes Down,1CjQCQsl9FDb3WhjGcFOzG,052CF6cpp0nAH67yuUrIp7,"['country', 'contemporary country', 'modern country rock', 'country road']",Country,"Excitement, Determination, Joy"
The Waifs,Sweetness,"australian alternative rock, australian rock, indie folk",Up All Night,5RZ2Q5miNQZttpfr7W0BbS,0ekOI8LYqNwEBWlzTwXp9n,"['australian alternative rock', 'australian rock', 'indie folk']",Rock,"Excitement, Confusion, Determination"
Anathema,Springfield,"gothic metal, progressive doom, progressive metal",The Optimist,5xVtfVrMb1WGypY4bIRLbk,2MXZ5iBdwsSzzlZszRZoTY,"['gothic metal', 'progressive doom', 'progressive metal']",Rock,Emotions unable to be determined
Book Of Love,I Touch Roses,synthpop,Book of Love,54KZBYmE7MUlwxM2bUzSVY,55egvXrYk8zuETwYpwMt53,['synthpop'],Pop,Emotions unable to be determined
The Cranberries,All Over Now,"rock, pop rock, irish rock",In the End,7EkcnNdxjcdCjLa9K0CHYI,4cfq0YAgWhhIqTkVkYyvbC,"['rock', 'pop rock', 'irish rock']",Rock,"Surprise (negative), Nostalgia, Excitement"
Charlie Puth,Attention,"viral pop, pop",Voicenotes,5cF0dROlMOK5uNZtivgu50,0mZIUXje90JtHxPNzWsJNR,"['viral pop', 'pop']",Pop,Emotions unable to be determined
Silk,Please Don't Go,"new jack swing, r&b, contemporary r&b",Tonight,23EmiASWIFv0itO1Ds1sLS,0mqGFxOIb7nOwVkXTx1wsk,"['new jack swing', 'r&b', 'contemporary r&b']",R&B,Emotions unable to be determined
Marillion,"Lavender (Live At Ahoy Sportspalace, Rotterdam, 1995)","symphonic rock, progressive rock, neo-progressive",Made Again,1ZCbHieE7PCFxjIciWaOwP,4tQMskuUF5r7ytCVBJRiEt,"['symphonic rock', 'progressive rock', 'neo-progressive']",Rock,Emotions unable to be determined
Boy Harsher,Fate,"grave wave, western mass indie",Careful,0TeybZKbODYrRTYMTNkTHb,7c844zy9jk6SzVpC57SGZL,"['grave wave', 'western mass indie']",Alternative,Emotions unable to be determined
MoneySign Suede,Too Late,"Hip hop, rap",Suede,6NGskEgrxwOfeDwJ1KIk0t,5PtCXycY9LrvdDeXWioM9o,"['Hip hop', 'rap']",Hip-Hop,"Anger, Distress, Fear"
ONEUS,Rewind,"k-pop, k-pop boy group",Devil,0WaJsLY7OSOyh0lJTwgqct,2vapQ5AsHtSVE970EbK9i7,"['k-pop', 'k-pop boy group']",Pop,Emotions unable to be determined
Karnivool,Themata,"alternative metal, progressive metal",Themata,4PvyjrSAfxF6DOWFp6Ah4q,34WnGrWdlQzFbfNyRp7wBR,"['alternative metal', 'progressive metal']",Rock,Emotions unable to be determined
Charles Esten,Somewhere in the Sunshine,country pop,Love Ain't Pretty,5kcN7fnPLpkXl4KktCUZuA,6YRBjg5nmfBroAYXpasNbe,['country pop'],Pop,"Determination, Confusion, Calmness"
Superchunk,Precision Auto,"noise pop, triangle indie, power pop, lo-fi, alternative pop, modern power pop, gbvfi, post-hardcore, alternative rock",On the Mouth,5iO9jmJQ4aHzE32d6yEUcr,3ovYY5SP77J3KHK4Divz2r,"['noise pop', 'triangle indie', 'power pop', 'lo-fi', 'alternative pop', 'modern power pop', 'gbvfi', 'post-hardcore', 'alternative rock']",Pop,Emotions unable to be determined
Living Colour,Cult of Personality (2023 Remaster),"hard rock, funk metal, funk rock",Vivid,4WG7Z3bNM3iE4vCYcXsxNx,0Itv01cUzRusmyNcEgEmOA,"['hard rock', 'funk metal', 'funk rock']",Rock,Emotions unable to be determined
Courteeners,Better Man,"english indie rock, manchester indie, britpop",More. Again. Forever.,6gkh24ioGiMo2a2kZ9LZkp,2EfZP4H07gEN030KRk463l,"['english indie rock', 'manchester indie', 'britpop']",Pop,Emotions unable to be determined
Digital Underground,The Humpty Dance,"conscious hip hop, gangster rap, hardcore hip hop, hip hop, west coast rap",Sex Packets,0YEC3pNS0uIKvZb5u4lgsu,6HWrL7hDFxfc8Z17JI9JIL,"['conscious hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'west coast rap']",Hip-Hop,Emotions unable to be determined
Cradle Of Filth,Heartbreak and Seance,"british black metal, gothic black metal, symphonic metal, symphonic black metal, black metal, gothic metal, metal",Cryptoriana – The Seductiveness of Decay,7KFY0wzKw6h546qTTcaG93,4Gy5UJMqLfTUyS8KJWi30C,"['british black metal', 'gothic black metal', 'symphonic metal', 'symphonic black metal', 'black metal', 'gothic metal', 'metal']",Rock,Emotions unable to be determined
Kreator,Pleasure to Kill,"german metal, speed metal, thrash metal, old school thrash, hard rock, german thrash metal, melodic thrash, metal, death metal",Pleasure to Kill,3LFeYtxcstS7tezHLWuUY5,2eAK1pBzED09E9ooIAznXP,"['german metal', 'speed metal', 'thrash metal', 'old school thrash', 'hard rock', 'german thrash metal', 'melodic thrash', 'metal', 'death metal']",Rock,Emotions unable to be determined
XXXTENTACION,Jocelyn Flores,"rap, miami hip hop, emo rap",17,7m9OqQk4RVRkw9JJdeAw96,5VdyJkLe3yvOs0l4xXbWp0,"['rap', 'miami hip hop', 'emo rap']",Hip-Hop,"Anger, Amusement"
zebrahead,All My Friends Are Nobodies,"funk metal, skate punk",Brain Invaders,3xhvI8X8PGCKuKd49ZyFNJ,5JxQ55Wvq2kCWtOQ0gSr9h,"['funk metal', 'skate punk']",Rock,Relief
Maluma,Felices los 4,"urbano latino, reggaeton colombiano, latin pop, trap latino, reggaeton",F.A.M.E.,1RouRzlg8OKFeqc6LvdxmB,6MoaDh76Fsg0ogW2l7HAFx,"['urbano latino', 'reggaeton colombiano', 'latin pop', 'trap latino', 'reggaeton']",Reggae,"Amusement, Aesthetic Appreciation, Excitement"
Peterpan,Yang Terdalam,"indonesian pop, indonesian pop rock, dangdut koplo",Taman Langit,4S5ihSR0F3cvK64GHLz4ax,1D8s3IuGh431AotmIzB5qN,"['indonesian pop', 'indonesian pop rock', 'dangdut koplo']",Pop,Emotions unable to be determined
"Harry Connick, Jr.",All These People (feat. Kim Burrell),"adult standards, contemporary vocal jazz, lounge, vocal jazz","Oh, My NOLA",1v1p1iaf2EuK5jcLlCnK8S,5GRrGTIsiKrOxLDoyoozNv,"['adult standards', 'contemporary vocal jazz', 'lounge', 'vocal jazz']",Jazz,"Joy, Amusement, Excitement"
Therion,O Fortuna,"symphonic death metal, symphonic metal, opera metal, symphonic black metal, gothic metal, swedish metal, power metal, gothic symphonic metal",Deggial,0Rtzop0wazk1u9QTlNxJmm,3Qomy9u4HNZqcNLwgSXmDq,"['symphonic death metal', 'symphonic metal', 'opera metal', 'symphonic black metal', 'gothic metal', 'swedish metal', 'power metal', 'gothic symphonic metal']",Rock,Emotions unable to be determined
Ward Thomas,Shine,british country,A Shorter Story,0sFQlZGuiwvfIOBKzt6EtQ,0F2YGA6jvTTRdOrt9QbG9l,['british country'],Country,"Excitement, Fear"
Field Music,Them That Do Nothing,"north east england indie, experimental pop, chamber pop, chamber psych",Field Music (Measure),4QQ1N6GPMwWx47lUA3fz7Q,6JGzWMlTvHB2CbBsKuv9Yu,"['north east england indie', 'experimental pop', 'chamber pop', 'chamber psych']",Pop,Emotions unable to be determined
Ra Ra Riot,Water (feat. Rostam),"stomp and holler, piano rock, baroque pop, indie rock, shimmer pop, indietronica, modern rock",Need Your Light,1dr1B13MHzq77BC5d4zko9,4U0hmoTGpAKJEOIrAnQJws,"['stomp and holler', 'piano rock', 'baroque pop', 'indie rock', 'shimmer pop', 'indietronica', 'modern rock']",Rock,Emotions unable to be determined
Lynyrd Skynyrd,The Last Rebel,"rock, hard rock, album rock, southern rock, classic rock",The Last Rebel,0kAGAVB0bhDJvNoNuJaqzI,2kh1olAVsYP9ZauAJ55pX7,"['rock', 'hard rock', 'album rock', 'southern rock', 'classic rock']",Rock,Triumph
Infected Mushroom,Bliss on Mushrooms,psychedelic trance,Head of NASA and the 2 Amish Boys,6rCcJf8p7z9QDlfzmBVSVl,5VVuvHfpofdhT6ExslEk2B,['psychedelic trance'],Electronic,Emotions unable to be determined
